Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.1259 0.1263 0.2090 SUCCES PSUCC mg.f:679
0.2227 0.2211 0.0831 SUCCES PSUCC mg.f:679
0.5483 0.5443 0.0273 SUCCES PSUCC mg.f:844
0.3775 0.3758 0.4751 SUCCES PSUCC mg.f:595
0.1243 0.1248 0.7812 SUCCES PSUCC mg.f:667
0.7073 0.7021 0.1450 SUCCES PSUCC mg.f:595
0.0365 0.0364 0.5903 SUCCES PSUCC mg.f:604
0.2778 0.2758 0.8938 SUCCES PSUCC mg.f:763
0.6022 0.6031 0.8351 SUCCES PSUCC mg.f:665
0.1929 0.1933 0.7061 SUCCES PSUCC mg.f:679
0.7836 0.7725 0.5783 SUCCES PSUCC mg.f:597
0.0304 0.0303 0.3849 SUCCES PSUCC mg.f:679
0.2687 0.2688 0.6883 SUCCES PSUCC mg.f:757
0.0963 0.0958 0.6297 SUCCES PSUCC mg.f:679
0.4286 0.4255 0.0797 SUCCES PSUCC mg.f:679
0.1651 0.1641 0.3786 SUCCES PSUCC mg.f:679
0.4911 0.4879 0.3207 SUCCES PSUCC mg.f:679
0.3246 0.3226 0.2713 SUCCES PSUCC mg.f:597
0.5628 0.5588 0.5707 SUCCES PSUCC mg.f:679
0.3930 0.3941 0.0187 SUCCES PSUCC mg.f:679
0.9836 0.9790 0.3889 SUCCES PSUCC mg.f:597
0.3078 0.3056 0.8300 SUCCES PSUCC mg.f:604
0.0510 0.0513 0.1354 SUCCES PSUCC mg.f:667
0.1405 0.1405 0.5039 FAILED PSUCC mg.f:842
0.3824 0.3825 0.8088 SUCCES PSUCC mg.f:604
0.7106 0.7057 0.7535 SUCCES PSUCC mg.f:604
0.5397 0.5390 0.1983 SUCCES PSUCC mg.f:755
0.8649 0.8656 0.1419 SUCCES PSUCC mg.f:667
0.4506 0.4502 0.5073 SUCCES PSUCC mg.f:604
0.1924 0.1930 0.8130 SUCCES PSUCC mg.f:667
0.2874 0.2871 0.6869 SUCCES PSUCC mg.f:667
0.6151 0.6101 0.1312 SUCCES PSUCC mg.f:597
0.9462 0.9411 0.5775 SUCCES PSUCC mg.f:665
0.4387 0.4353 0.7983 SUCCES PSUCC mg.f:604
0.2747 0.2745 0.7493 SUCCES PSUCC mg.f:1422
0.5150 0.5146 0.0512 SUCCES PSUCC mg.f:604
