Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.9641 0.6054 0.3859 SUCCES PFAIL cg.f:578
0.4921 0.3094 0.4350 SUCCES PFAIL cg.f:577
0.1070 0.0674 0.1262 SUCCES PFAIL cg.f:578
0.7199 0.4526 0.8162 SUCCES PFAIL cg.f:578
0.8347 0.5252 0.5086 SUCCES PFAIL cg.f:578
0.3613 0.2272 0.5558 SUCCES PFAIL cg.f:578
0.4722 0.2972 0.7441 SUCCES PFAIL cg.f:578
0.0850 0.0534 0.4336 SUCCES PFAIL cg.f:578
0.6144 0.3869 0.9861 SUCCES PFAIL cg.f:578
0.7265 0.4565 0.6742 SUCCES PFAIL cg.f:578
0.8441 0.5314 0.8686 SUCCES PFAIL cg.f:578
0.4551 0.2865 0.0560 SUCCES PFAIL cg.f:578
0.5645 0.3548 0.2419 SUCCES PFAIL cg.f:578
0.1832 0.1154 0.4372 SUCCES PFAIL cg.f:578
0.2086 0.1312 0.9855 SUCCES PFAIL cg.f:578
0.8238 0.5185 0.1773 SUCCES PFAIL cg.f:578
0.9353 0.5879 0.3663 SUCCES PFAIL cg.f:578
0.5489 0.3454 0.0569 SUCCES PFAIL cg.f:577
0.0803 0.0505 0.1080 SUCCES PFAIL cg.f:578
0.6921 0.4343 0.7980 SUCCES PFAIL cg.f:578
0.2210 0.1390 0.8500 SUCCES PFAIL cg.f:578
0.3303 0.2077 0.0357 SUCCES PFAIL cg.f:578
0.9476 0.5955 0.7278 SUCCES PFAIL cg.f:578
0.4681 0.2939 0.2721 SUCCES PFAIL cg.f:681
0.5796 0.3648 0.9617 SUCCES PFAIL cg.f:578
0.1135 0.0714 0.5169 SUCCES PFAIL cg.f:578
0.7232 0.4553 0.7022 SUCCES PFAIL cg.f:578
0.8400 0.5278 0.8972 SUCCES PFAIL cg.f:578
0.4501 0.2834 0.0847 SUCCES PFAIL cg.f:577
0.9787 0.6152 0.1347 SUCCES PFAIL cg.f:578
0.5959 0.3749 0.3291 SUCCES PFAIL cg.f:578
0.7090 0.4458 0.5180 SUCCES PFAIL cg.f:578
0.8204 0.5164 0.2052 SUCCES PFAIL cg.f:578
0.3448 0.2168 0.7540 SUCCES PFAIL cg.f:578
0.9616 0.6050 0.4477 SUCCES PFAIL cg.f:578
0.5770 0.3630 0.1377 SUCCES PFAIL cg.f:578
0.1851 0.1165 0.3239 SUCCES PFAIL cg.f:578
0.2138 0.1342 0.3755 SUCCES PFAIL cg.f:578
0.8283 0.5200 0.5657 SUCCES PFAIL cg.f:578
0.8563 0.5382 0.6163 SUCCES PFAIL cg.f:578
0.9674 0.6087 0.3037 SUCCES PFAIL cg.f:578
0.5845 0.3676 0.9983 SUCCES PFAIL cg.f:578
0.1994 0.1254 0.1894 SUCCES PFAIL cg.f:578
0.7211 0.4537 0.7338 SUCCES PFAIL cg.f:578
0.3352 0.2108 0.9238 SUCCES PFAIL cg.f:577
0.4517 0.2845 0.1174 SUCCES PFAIL cg.f:577
0.4798 0.3019 0.1684 SUCCES PFAIL cg.f:578
0.0887 0.0558 0.3538 SUCCES PFAIL cg.f:578
0.7040 0.4434 0.5470 SUCCES PFAIL cg.f:578
0.3174 0.1997 0.2353 SUCCES PFAIL cg.f:580
0.4319 0.2718 0.9278 SUCCES PFAIL cg.f:578
0.4559 0.2861 0.4731 SUCCES PFAIL cg.f:578
0.5723 0.3599 0.1671 SUCCES PFAIL cg.f:578
0.6831 0.4299 0.8529 SUCCES PFAIL cg.f:578
